0.538 -0.06837798 -0.00450138
0.539 -0.06813873 -0.00449834
0.540 -0.06789719 -0.00449526
0.541 -0.06765333 -0.00449215
0.542 -0.06740715 -0.00448901
0.543 -0.06715863 -0.00448584
0.544 -0.06690774 -0.00448263
0.545 -0.06665447 -0.00447940
0.546 -0.06639881 -0.00447613
0.547 -0.06614072 -0.00447283
0.548 -0.06588021 -0.00446949
0.549 -0.06561724 -0.00446613
0.550 -0.06535180 -0.00446272
0.551 -0.06508387 -0.00445929
0.552 -0.06481343 -0.00445582
0.553 -0.06454046 -0.00445232
0.554 -0.06426495 -0.00444878
0.555 -0.06398688 -0.00444521
0.556 -0.06370622 -0.00444161
0.557 -0.06342295 -0.00443796
0.558 -0.06313707 -0.00443429
0.559 -0.06284854 -0.00443058
0.560 -0.06255735 -0.00442683
0.561 -0.06226348 -0.00442304
0.562 -0.06196691 -0.00441922
0.563 -0.06166761 -0.00441536
0.564 -0.06136558 -0.00441147
0.565 -0.06106078 -0.00440754
0.566 -0.06075320 -0.00440357
0.567 -0.06044281 -0.00439956
0.568 -0.06012961 -0.00439552
0.569 -0.05981355 -0.00439144
0.570 -0.05949463 -0.00438731
0.571 -0.05917283 -0.00438315
0.572 -0.05884811 -0.00437895
0.573 -0.05852047 -0.00437472
0.574 -0.05818987 -0.00437044
0.575 -0.05785630 -0.00436612
0.576 -0.05751974 -0.00436176
0.577 -0.05718015 -0.00435736
0.578 -0.05683753 -0.00435292
0.579 -0.05649185 -0.00434844
0.580 -0.05614308 -0.00434392
0.581 -0.05579121 -0.00433936
0.582 -0.05543620 -0.00433475
0.583 -0.05507805 -0.00433010
0.584 -0.05471671 -0.00432541
0.585 -0.05435218 -0.00432068
0.586 -0.05398443 -0.00431590
0.587 -0.05361343 -0.00431108
0.588 -0.05323916 -0.00430622
0.589 -0.05286160 -0.00430131
0.590 -0.05248072 -0.00429636
0.591 -0.05209650 -0.00429136
0.592 -0.05170891 -0.00428632
0.593 -0.05131793 -0.00428124
0.594 -0.05092354 -0.00427611
0.595 -0.05052570 -0.00427093
0.596 -0.05012440 -0.00426570
0.597 -0.04971961 -0.00426043
0.598 -0.04931131 -0.00425512
0.599 -0.04889946 -0.00424975
0.600 -0.04848405 -0.00424434
0.601 -0.04806505 -0.00423888
0.602 -0.04764242 -0.00423337
0.603 -0.04721615 -0.00422782
0.604 -0.04678621 -0.00422221
0.605 -0.04635258 -0.00421656
0.606 -0.04591521 -0.00421085
0.607 -0.04547410 -0.00420510
0.608 -0.04502921 -0.00419930
0.609 -0.04458051 -0.00419344
0.610 -0.04412798 -0.00418754
0.611 -0.04367159 -0.00418158
0.612 -0.04321131 -0.00417558
0.613 -0.04274712 -0.00416952
0.614 -0.04227898 -0.00416340
0.615 -0.04180686 -0.00415724
0.616 -0.04133075 -0.00415102
0.617 -0.04085060 -0.00414475
0.618 -0.04036640 -0.00413843
0.619 -0.03987811 -0.00413205
0.620 -0.03938570 -0.00412562
0.621 -0.03888914 -0.00411913
0.622 -0.03838841 -0.00411259
0.623 -0.03788347 -0.00410599
0.624 -0.03737430 -0.00409934
0.625 -0.03686085 -0.00409263
0.626 -0.03634312 -0.00408586
0.627 -0.03582105 -0.00407904
0.628 -0.03529462 -0.00407216
0.629 -0.03476381 -0.00406522
0.630 -0.03422857 -0.00405823
0.631 -0.03368888 -0.00405117
0.632 -0.03314471 -0.00404406
0.633 -0.03259602 -0.00403688
0.634 -0.03204278 -0.00402965
0.635 -0.03148496 -0.00402236
0.636 -0.03092253 -0.00401501
0.637 -0.03035546 -0.00400759
0.638 -0.02978370 -0.00400012
0.639 -0.02920724 -0.00399258
0.640 -0.02862603 -0.00398498
0.641 -0.02804004 -0.00397732
0.642 -0.02744923 -0.00396959
0.643 -0.02685358 -0.00396180
0.644 -0.02625306 -0.00395395
0.645 -0.02564761 -0.00394603
0.646 -0.02503722 -0.00393805
0.647 -0.02442184 -0.00393001
0.648 -0.02380144 -0.00392190
0.649 -0.02317598 -0.00391372
0.650 -0.02254544 -0.00390547
0.651 -0.02190977 -0.00389716
0.652 -0.02126893 -0.00388879
0.653 -0.02062290 -0.00388034
0.654 -0.01997163 -0.00387183
0.655 -0.01931509 -0.00386324
0.656 -0.01865324 -0.00385459
0.657 -0.01798604 -0.00384587
0.658 -0.01731346 -0.00383708
0.659 -0.01663545 -0.00382822
0.660 -0.01595199 -0.00381929
0.661 -0.01526303 -0.00381029
0.662 -0.01456853 -0.00380121
0.663 -0.01386846 -0.00379206
0.664 -0.01316277 -0.00378284
0.665 -0.01245143 -0.00377355
0.666 -0.01173440 -0.00376418
0.667 -0.01101163 -0.00375474
0.668 -0.01028310 -0.00374522
0.669 -0.00954875 -0.00373563
0.670 -0.00880854 -0.00372597
0.671 -0.00806244 -0.00371622
0.672 -0.00731041 -0.00370640
0.673 -0.00655240 -0.00369651
0.674 -0.00578838 -0.00368653
0.675 -0.00501829 -0.00367648
0.676 -0.00424210 -0.00366635
0.677 -0.00345977 -0.00365614
0.678 -0.00267125 -0.00364585
0.679 -0.00187650 -0.00363548
0.680 -0.00107548 -0.00362503
0.681 -0.00026815 -0.00361450
0.682 0.00054555 -0.00360388
0.683 0.00136565 -0.00359319
0.684 0.00219220 -0.00358241
0.685 0.00302524 -0.00357155
0.686 0.00386482 -0.00356060
0.687 0.00471098 -0.00354957
0.688 0.00556377 -0.00353846
0.689 0.00642323 -0.00352726
0.690 0.00728941 -0.00351597
0.691 0.00816236 -0.00350459
0.692 0.00904212 -0.00349313
0.693 0.00992875 -0.00348159
0.694 0.01082227 -0.00346995
0.695 0.01172276 -0.00345822
0.696 0.01263024 -0.00344641
0.697 0.01354478 -0.00343450
0.698 0.01446641 -0.00342251
0.699 0.01539519 -0.00341042
0.700 0.01633116 -0.00339824
0.701 0.01727439 -0.00338597
0.702 0.01822490 -0.00337361
0.703 0.01918277 -0.00336115
0.704 0.02014802 -0.00334860
0.705 0.02112073 -0.00333596
0.706 0.02210093 -0.00332321
0.707 0.02308868 -0.00331038
0.708 0.02408403 -0.00329744
0.709 0.02508703 -0.00328441
0.710 0.02609773 -0.00327128
0.711 0.02711619 -0.00325806
0.712 0.02814246 -0.00324473
0.713 0.02917659 -0.00323131
0.714 0.03021864 -0.00321778
0.715 0.03126866 -0.00320415
0.716 0.03232670 -0.00319042
0.717 0.03339282 -0.00317659
0.718 0.03446707 -0.00316266
0.719 0.03554952 -0.00314862
0.720 0.03664020 -0.00313448
0.721 0.03773919 -0.00312024
0.722 0.03884653 -0.00310589
0.723 0.03996229 -0.00309143
0.724 0.04108652 -0.00307686
0.725 0.04221927 -0.00306219
0.726 0.04336061 -0.00304741
0.727 0.04451060 -0.00303252
0.728 0.04566928 -0.00301753
0.729 0.04683673 -0.00300242
0.730 0.04801299 -0.00298720
0.731 0.04919813 -0.00297187
0.732 0.05039222 -0.00295642
0.733 0.05159530 -0.00294087
0.734 0.05280744 -0.00292520
0.735 0.05402871 -0.00290941
0.736 0.05525915 -0.00289352
0.737 0.05649884 -0.00287750
0.738 0.05774784 -0.00286137
0.739 0.05900621 -0.00284512
0.740 0.06027401 -0.00282875
0.741 0.06155130 -0.00281227
0.742 0.06283815 -0.00279566
0.743 0.06413463 -0.00277893
0.744 0.06544080 -0.00276209
0.745 0.06675671 -0.00274512
0.746 0.06808245 -0.00272803
0.747 0.06941807 -0.00271081
0.748 0.07076364 -0.00269347
0.749 0.07211922 -0.00267601
0.750 0.07348489 -0.00265842
0.751 0.07486071 -0.00264070
0.752 0.07624675 -0.00262286
0.753 0.07764308 -0.00260489
0.754 0.07904976 -0.00258679
0.755 0.08046686 -0.00256856
0.756 0.08189446 -0.00255020
0.757 0.08333263 -0.00253171
0.758 0.08478143 -0.00251309
0.759 0.08624093 -0.00249433
0.760 0.08771121 -0.00247544
0.761 0.08919234 -0.00245642
0.762 0.09068439 -0.00243726
0.763 0.09218743 -0.00241796
0.764 0.09370153 -0.00239853
0.765 0.09522678 -0.00237896
0.766 0.09676324 -0.00235925
0.767 0.09831098 -0.00233940
0.768 0.09987009 -0.00231941
0.769 0.10144064 -0.00229928
0.770 0.10302269 -0.00227901
0.771 0.10461634 -0.00225859
0.772 0.10622165 -0.00223803
0.773 0.10783871 -0.00221733
0.774 0.10946758 -0.00219648
0.775 0.11110836 -0.00217548
0.776 0.11276111 -0.00215434
0.777 0.11442591 -0.00213304
0.778 0.11610285 -0.00211160
0.779 0.11779201 -0.00209001
0.780 0.11949346 -0.00206826
